Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MWh);Objednávky na predaj (MWh);Zobchodovaný nákup (MWh);Zobchodovaný predaj (MWh);Rozdiel zobchodovaných  množstiev (MWh);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MWh);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MWh)
3.8.2026;11;10:00 - 11:00;4366,1;15789,4;241,7;92,3;149,4;91,91;92,87;50,06;100,00;91,82;334,0;92,87;334,0
3.8.2026;12;11:00 - 12:00;8331,0;6389,6;234,9;73,1;161,8;69,00;70,56;58,44;86,38;61,51;308,0;70,56;308,0
3.8.2026;13;12:00 - 13:00;32120,3;29948,8;242,3;144,7;97,6;64,66;66,82;41,50;86,92;86,48;387,0;66,82;387,0
3.8.2026;14;13:00 - 14:00;3953,6;10769,2;188,4;175,1;13,3;67,85;69,87;37,05;89,00;37,05;363,5;69,87;363,5
3.8.2026;15;14:00 - 15:00;16296,0;17201,5;187,2;225,7;-38,5;63,18;64,54;37,00;96,50;39,21;412,9;64,54;412,9
3.8.2026;16;15:00 - 16:00;19099,1;11808,7;256,9;175,4;81,5;97,45;97,69;75,10;113,00;75,10;432,3;97,69;432,3
3.8.2026;17;16:00 - 17:00;18030,5;28604,8;83,7;126,4;-42,7;128,67;128,97;118,55;141,68;134,99;210,1;128,97;210,1
3.8.2026;18;17:00 - 18:00;1395,4;28758,7;61,4;114,9;-53,5;166,08;165,45;152,68;190,05;153,77;176,3;165,45;176,3
3.8.2026;19;18:00 - 19:00;1706,1;2371,3;105,2;311,7;-206,5;227,04;220,11;202,76;265,10;210,00;416,9;220,11;416,9
3.8.2026;20;19:00 - 20:00;7315,8;42230,5;90,2;276,5;-186,3;302,08;287,38;199,56;430,66;230,30;366,7;287,38;366,7
3.8.2026;21;20:00 - 21:00;2197,0;10069,7;86,3;275,3;-189,0;281,14;273,33;193,20;384,94;200,00;361,6;273,33;361,6
3.8.2026;22;21:00 - 22:00;1809,4;21059,4;66,1;216,8;-150,7;201,47;205,37;175,00;266,20;180,00;282,9;205,37;282,9
3.8.2026;23;22:00 - 23:00;3138,6;2172,7;32,7;83,9;-51,2;180,10;188,30;165,00;251,92;165,00;116,6;188,30;116,6
3.8.2026;24;23:00 - 00:00;33785,4;40938,1;44,2;102,3;-58,1;206,74;207,29;174,28;225,00;174,28;146,5;207,29;146,5
4.8.2026;1;00:00 - 01:00;4533,4;66,4;0,3;0,1;0,2;196,73;194,55;188,00;201,10;201,10;0,4;194,55;0,4
4.8.2026;2;01:00 - 02:00;7734,7;57,1;0,7;0,7;0,0;180,68;180,68;180,68;180,68;180,68;1,4;180,68;1,4
4.8.2026;3;02:00 - 03:00;3337,6;47,3;0,8;0,0;0,8;187,97;189,99;182,50;191,20;182,50;0,8;189,99;0,8
4.8.2026;4;03:00 - 04:00;4003,2;54,4;6,0;5,4;0,6;179,40;175,22;174,00;183,50;174,50;11,4;175,22;11,4
4.8.2026;5;04:00 - 05:00;8035,4;93,2;10,0;6,4;3,6;162,31;163,41;151,88;171,86;151,89;16,4;163,41;16,4
4.8.2026;6;05:00 - 06:00;3207,6;145,2;9,0;13,1;-4,1;175,47;177,65;171,00;181,00;180,44;22,1;177,65;22,1
4.8.2026;7;06:00 - 07:00;978,0;3080,7;48,4;61,1;-12,7;177,59;178,54;164,00;184,88;183,75;109,5;178,54;109,5
4.8.2026;8;07:00 - 08:00;4203,9;517,1;12,7;30,1;-17,4;174,53;174,92;155,00;178,95;178,95;42,8;174,92;42,8
4.8.2026;9;08:00 - 09:00;6645,5;13538,9;12,1;24,0;-11,9;154,96;155,02;141,00;170,00;151,13;36,1;155,02;36,1
4.8.2026;10;09:00 - 10:00;19846,3;449,5;441,0;45,2;395,8;135,45;135,45;130,38;145,00;136,52;486,2;135,45;486,2
4.8.2026;11;10:00 - 11:00;3067,5;979,0;29,3;43,7;-14,4;116,10;116,16;101,00;121,31;119,97;73,0;116,16;73,0
4.8.2026;12;11:00 - 12:00;478,8;2605,4;139,1;104,8;34,3;97,19;97,26;81,76;119,99;87,00;243,9;97,26;243,9
4.8.2026;13;12:00 - 13:00;9236,8;29496,7;113,4;88,4;25,0;85,00;85,15;54,90;127,47;91,92;201,8;85,15;201,8
4.8.2026;14;13:00 - 14:00;30387,3;16101,2;120,5;117,3;3,2;77,81;77,61;65,00;89,99;75,00;237,8;77,61;237,8
4.8.2026;15;14:00 - 15:00;27948,0;26574,2;128,8;127,0;1,8;80,23;79,38;70,00;89,97;82,12;255,8;79,38;255,8
4.8.2026;16;15:00 - 16:00;18663,8;28816,0;134,4;129,2;5,2;113,64;113,44;105,00;118,98;109,00;263,6;113,44;263,6
4.8.2026;17;16:00 - 17:00;881,6;1775,7;75,5;62,1;13,4;133,33;133,34;124,41;144,65;133,66;137,6;133,34;137,6
4.8.2026;18;17:00 - 18:00;103544,1;9633,0;102,1;80,3;21,8;196,41;198,87;169,00;230,00;220,00;182,4;198,87;182,4
4.8.2026;19;18:00 - 19:00;26042,9;7995,2;111,0;232,3;-121,3;222,59;219,02;202,37;270,00;205,00;343,3;219,02;343,3
4.8.2026;20;19:00 - 20:00;459,4;32903,0;119,6;298,1;-178,5;267,85;262,94;239,12;399,98;290,00;417,7;262,94;417,7
4.8.2026;21;20:00 - 21:00;10776,4;17564,1;89,1;258,6;-169,5;272,18;266,97;241,10;359,99;274,00;347,7;266,97;347,7
4.8.2026;22;21:00 - 22:00;12301,3;25892,5;25,4;133,2;-107,8;211,48;208,35;199,30;259,85;213,31;158,6;208,35;158,6
4.8.2026;23;22:00 - 23:00;11541,0;4692,2;116,9;264,2;-147,3;232,24;236,07;197,41;320,00;217,14;381,1;236,07;381,1
4.8.2026;24;23:00 - 00:00;32017,6;5378,7;84,3;81,8;2,5;209,27;218,04;188,69;250,00;213,00;166,1;218,04;166,1
5.8.2026;1;00:00 - 01:00;5434,6;137,7;29,5;30,8;-1,3;299,48;305,30;192,00;330,74;276,42;60,3;305,30;60,3
5.8.2026;2;01:00 - 02:00;1470,8;126,1;6,9;14,4;-7,5;259,93;260,67;179,23;300,00;244,99;21,3;260,67;21,3
5.8.2026;3;02:00 - 03:00;4746,5;102,9;17,6;19,5;-1,9;250,85;227,38;173,27;300,00;198,90;37,1;227,38;37,1
5.8.2026;4;03:00 - 04:00;9952,5;222,6;48,9;33,2;15,7;189,71;186,20;161,47;249,99;205,00;82,1;186,20;82,1
5.8.2026;5;04:00 - 05:00;22949,8;182,6;31,8;20,1;11,7;177,20;175,81;160,00;199,67;180,00;51,9;175,81;51,9
5.8.2026;6;05:00 - 06:00;3055,3;396,9;84,1;159,3;-75,2;285,56;268,78;155,14;529,00;500,00;243,4;268,78;243,4
5.8.2026;7;06:00 - 07:00;3427,4;801,4;42,2;35,3;6,9;199,40;198,50;180,52;225,00;189,60;77,5;198,50;77,5
5.8.2026;8;07:00 - 08:00;621,5;180,2;2,1;7,0;-4,9;181,34;170,88;164,98;196,97;190,00;9,1;170,88;9,1
5.8.2026;9;08:00 - 09:00;7417,2;6155,1;9,0;145,8;-136,8;163,72;166,07;132,00;173,47;132,00;154,8;166,07;154,8
5.8.2026;10;09:00 - 10:00;8654,9;20093,9;21,6;30,9;-9,3;115,98;116,59;105,80;131,23;131,23;52,5;116,59;52,5
5.8.2026;11;10:00 - 11:00;15722,9;23821,2;142,4;90,6;51,8;84,88;83,74;58,24;102,63;101,89;233,0;83,74;233,0
5.8.2026;12;11:00 - 12:00;10805,2;5284,3;137,5;54,8;82,7;83,59;83,39;73,12;91,00;90,00;192,3;83,39;192,3
5.8.2026;13;12:00 - 13:00;11261,1;30394,7;185,3;81,3;104,0;81,38;82,33;36,09;94,49;94,49;266,6;82,33;266,6
5.8.2026;14;13:00 - 14:00;6855,4;1489,3;142,6;83,5;59,1;78,52;78,77;37,03;86,00;68,00;226,1;78,77;226,1
5.8.2026;15;14:00 - 15:00;5709,5;26192,7;169,9;98,8;71,1;82,33;81,52;63,54;93,00;81,01;268,7;81,52;268,7
5.8.2026;16;15:00 - 16:00;6993,0;7768,1;113,3;72,7;40,6;102,82;101,84;95,77;115,62;106,14;186,0;101,84;186,0
5.8.2026;17;16:00 - 17:00;3510,7;1513,6;170,5;51,2;119,3;145,37;146,51;120,96;159,80;120,96;221,7;146,51;221,7
5.8.2026;18;17:00 - 18:00;7042,2;4689,6;69,8;85,6;-15,8;235,82;237,95;67,07;319,00;269,99;155,4;237,95;155,4
5.8.2026;19;18:00 - 19:00;72406,4;6551,2;77,5;197,7;-120,2;296,77;294,86;260,10;334,32;325,10;275,2;294,86;275,2
5.8.2026;20;19:00 - 20:00;105766,0;3733,9;182,8;244,1;-61,3;367,17;371,68;285,00;976,12;974,99;426,9;371,68;426,9
5.8.2026;21;20:00 - 21:00;45985,2;1632,9;148,7;231,6;-82,9;441,83;437,77;181,48;1099,99;999,00;380,3;437,77;380,3
5.8.2026;22;21:00 - 22:00;54822,7;5448,4;111,7;180,3;-68,6;430,59;411,60;260,00;809,71;441,00;292,0;411,60;292,0
5.8.2026;23;22:00 - 23:00;150814,6;5631,2;104,1;186,0;-81,9;282,21;288,90;213,53;444,99;429,99;290,1;288,90;290,1
5.8.2026;24;23:00 - 00:00;7991,2;329608,1;24,9;15,4;9,5;235,17;231,91;192,99;299,99;266,00;40,3;231,91;40,3
6.8.2026;1;00:00 - 01:00;172,6;118,3;53,2;13,1;40,1;203,66;205,58;187,00;238,32;195,00;66,3;205,58;66,3
6.8.2026;2;01:00 - 02:00;124,4;132,1;54,6;33,0;21,6;177,29;174,46;171,00;182,00;175,00;87,6;174,46;87,6
6.8.2026;3;02:00 - 03:00;257,0;99,9;176,8;41,8;135,0;170,18;167,91;159,00;175,00;172,69;218,6;167,91;218,6
6.8.2026;4;03:00 - 04:00;362,0;465,2;258,2;42,0;216,2;164,13;164,14;157,21;175,19;168,56;300,2;164,14;300,2
6.8.2026;5;04:00 - 05:00;357,9;135,5;276,6;33,1;243,5;164,57;164,57;156,77;181,50;161,81;309,7;164,57;309,7
6.8.2026;6;05:00 - 06:00;251,8;201,3;101,3;39,5;61,8;179,09;177,20;171,21;200,00;171,33;140,8;177,20;140,8
6.8.2026;7;06:00 - 07:00;204,4;130,6;104,5;21,8;82,7;193,24;194,50;176,49;204,63;176,49;126,3;194,50;126,3
6.8.2026;8;07:00 - 08:00;5881,2;163,3;35,1;32,1;3,0;177,22;175,66;174,00;189,00;176,67;67,2;175,66;67,2
6.8.2026;9;08:00 - 09:00;149,8;16974,4;8,4;73,4;-65,0;154,82;154,05;147,01;171,00;147,02;81,8;154,05;81,8
6.8.2026;10;09:00 - 10:00;23890,8;8226,9;341,2;114,2;227,0;135,68;135,20;116,00;145,00;116,00;455,4;135,20;455,4
6.8.2026;11;10:00 - 11:00;15779,7;969,9;182,4;97,4;85,0;127,91;127,87;117,12;140,00;133,35;279,8;127,87;279,8
6.8.2026;12;11:00 - 12:00;37579,2;2889,5;186,8;133,2;53,6;131,44;131,33;96,00;156,21;113,11;320,0;131,33;320,0
6.8.2026;13;12:00 - 13:00;12681,9;11710,0;227,6;181,4;46,2;132,17;133,95;107,00;146,00;129,00;409,0;133,95;409,0
6.8.2026;14;13:00 - 14:00;7395,3;5722,8;182,7;140,8;41,9;140,86;139,48;119,83;161,41;155,00;323,5;139,48;323,5
6.8.2026;15;14:00 - 15:00;35271,0;1621,4;119,5;165,1;-45,6;159,61;157,06;120,23;186,02;156,10;284,6;157,06;284,6
6.8.2026;16;15:00 - 16:00;2329,3;1302,1;148,7;119,0;29,7;180,85;176,71;122,31;449,90;449,90;267,7;176,71;267,7
6.8.2026;17;16:00 - 17:00;10510,5;13575,9;102,6;75,4;27,2;247,37;239,10;183,00;291,13;255,00;178,0;239,10;178,0
6.8.2026;18;17:00 - 18:00;753,2;6039,4;237,4;57,7;179,7;254,89;248,45;227,21;297,81;229,00;295,1;248,45;295,1
6.8.2026;19;18:00 - 19:00;887,1;6628,8;188,2;203,6;-15,4;269,62;297,42;155,00;398,29;179,48;391,8;297,42;391,8
6.8.2026;20;19:00 - 20:00;89243,3;89213,0;197,2;120,1;77,1;331,59;333,36;145,14;444,50;150,00;317,3;333,36;317,3
6.8.2026;21;20:00 - 21:00;7619,6;38090,2;203,3;130,5;72,8;286,15;302,50;157,21;442,40;172,27;333,8;302,50;333,8
6.8.2026;22;21:00 - 22:00;1851,3;11371,4;183,4;157,4;26,0;235,36;260,92;173,53;417,01;210,00;340,8;260,92;340,8
6.8.2026;23;22:00 - 23:00;243082,3;159198,8;207,5;250,1;-42,6;205,56;215,36;170,97;255,87;170,97;457,6;215,36;457,6
6.8.2026;24;23:00 - 00:00;235647,6;53039,9;131,3;210,4;-79,1;178,71;181,70;160,00;293,00;163,30;341,7;181,70;341,7
7.8.2026;1;00:00 - 01:00;38,8;47,4;7,8;10,6;-2,8;170,63;171,56;150,17;194,39;194,39;18,4;171,56;18,4
7.8.2026;2;01:00 - 02:00;135,9;256,0;37,8;23,5;14,3;163,07;156,10;135,00;190,38;190,38;61,3;156,10;61,3
7.8.2026;3;02:00 - 03:00;211,8;94,6;42,7;11,0;31,7;130,68;133,81;118,28;155,35;123,00;53,7;133,81;53,7
7.8.2026;4;03:00 - 04:00;117,8;111,4;42,1;22,6;19,5;125,24;129,34;111,58;141,76;119,50;64,7;129,34;64,7
7.8.2026;5;04:00 - 05:00;121,1;110,5;29,4;32,4;-3,0;132,02;134,49;124,00;143,04;130,08;61,8;134,49;61,8
7.8.2026;6;05:00 - 06:00;171,9;2224,1;39,4;14,0;25,4;156,02;154,06;138,31;199,00;199,00;53,4;154,06;53,4
7.8.2026;7;06:00 - 07:00;140,6;183,0;85,3;30,6;54,7;168,94;168,49;152,42;175,57;168,63;115,9;168,49;115,9
7.8.2026;8;07:00 - 08:00;948,0;196,4;19,2;14,7;4,5;162,49;160,72;148,70;168,67;166,37;33,9;160,72;33,9
7.8.2026;9;08:00 - 09:00;4022,6;5224,2;12,2;12,3;-0,1;151,75;151,44;145,00;155,58;155,11;24,5;151,44;24,5
7.8.2026;10;09:00 - 10:00;18875,6;896,3;15,2;65,6;-50,4;135,39;135,44;129,74;139,81;135,00;80,8;135,44;80,8
7.8.2026;11;10:00 - 11:00;1744,5;9352,6;145,9;137,6;8,3;110,30;110,95;105,50;120,00;113,00;283,5;110,95;283,5
7.8.2026;12;11:00 - 12:00;7813,0;352,8;88,1;100,4;-12,3;105,91;105,38;85,00;112,58;85,00;188,5;105,38;188,5
7.8.2026;13;12:00 - 13:00;3701,7;493,5;59,3;149,7;-90,4;116,35;115,66;96,00;149,00;149,00;209,0;115,66;209,0
7.8.2026;14;13:00 - 14:00;8897,8;3983,6;99,3;129,0;-29,7;124,74;124,40;100,19;144,00;136,98;228,3;124,40;228,3
7.8.2026;15;14:00 - 15:00;3141,2;2838,2;357,2;134,0;223,2;128,71;130,74;101,54;145,00;145,00;491,2;130,74;491,2
7.8.2026;16;15:00 - 16:00;6049,4;3369,0;311,3;146,7;164,6;132,91;133,79;115,90;149,00;119,00;458,0;133,79;458,0
7.8.2026;17;16:00 - 17:00;21252,8;357,0;224,6;96,0;128,6;151,62;150,99;128,55;239,97;150,01;320,6;150,99;320,6
7.8.2026;18;17:00 - 18:00;13400,9;83274,6;301,6;152,5;149,1;177,09;173,37;109,99;202,00;200,00;454,1;173,37;454,1
7.8.2026;19;18:00 - 19:00;22053,0;318309,3;393,0;359,7;33,3;188,10;181,11;142,09;210,00;204,99;752,7;181,11;752,7
7.8.2026;20;19:00 - 20:00;16559,8;71648,5;119,4;109,8;9,6;207,97;206,67;188,01;219,90;212,57;229,2;206,67;229,2
7.8.2026;21;20:00 - 21:00;747,0;9832,0;172,1;130,6;41,5;216,16;217,10;201,09;240,77;229,99;302,7;217,10;302,7
7.8.2026;22;21:00 - 22:00;40689,8;10820,2;57,5;110,6;-53,1;211,88;209,90;192,81;231,00;194,78;168,1;209,90;168,1
7.8.2026;23;22:00 - 23:00;6916,3;26803,6;58,0;65,9;-7,9;187,52;190,81;155,02;210,19;155,02;123,9;190,81;123,9
7.8.2026;24;23:00 - 00:00;80688,2;208,6;45,1;30,9;14,2;174,75;173,15;161,58;196,61;161,58;76,0;173,15;76,0
