Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
2.8.2026;90;22:15 - 22:30;13862,4;119,0;15,9;10,4;5,5;151,43;153,68;121,54;173,30;164,70;26,3;153,68;26,3
2.8.2026;91;22:30 - 22:45;2411,8;118,3;13,1;13,1;0,0;165,43;164,39;120,00;265,50;160,00;26,2;164,39;26,2
2.8.2026;92;22:45 - 23:00;639,8;118,8;19,8;12,8;7,0;150,76;151,46;111,26;268,38;160,00;32,6;151,46;32,6
2.8.2026;93;23:00 - 23:15;15779,8;24035,4;45,0;99,4;-54,4;176,85;182,44;159,74;350,00;160,00;144,4;182,44;144,4
2.8.2026;94;23:15 - 23:30;291,9;13945,7;34,0;101,2;-67,2;170,50;174,79;148,31;300,00;174,99;135,2;174,79;135,2
2.8.2026;95;23:30 - 23:45;13725,2;24160,9;22,4;70,9;-48,5;168,22;181,36;150,86;326,93;159,20;93,3;181,36;93,3
2.8.2026;96;23:45 - 00:00;1358,1;2445,5;36,0;65,7;-29,7;158,80;172,95;147,32;337,51;161,50;101,7;172,95;101,7
3.8.2026;1;00:00 - 00:15;1471,6;59,7;33,2;2,1;31,1;172,65;169,99;164,83;186,79;170,00;35,3;169,99;35,3
3.8.2026;2;00:15 - 00:30;2265,6;109,6;11,9;0,0;11,9;171,48;170,73;161,10;176,81;174,19;11,9;170,73;11,9
3.8.2026;3;00:30 - 00:45;4384,1;50,7;5,2;1,0;4,2;248,77;227,45;170,48;346,25;171,28;6,2;227,45;6,2
3.8.2026;4;00:45 - 01:00;1429,4;60,0;3,3;2,3;1,0;294,10;304,44;161,32;335,50;335,50;5,6;304,44;5,6
3.8.2026;5;01:00 - 01:15;1670,9;65,8;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;6;01:15 - 01:30;2251,3;72,5;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;7;01:30 - 01:45;2554,1;66,8;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;8;01:45 - 02:00;1157,3;68,6;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;9;02:00 - 02:15;5659,6;67,2;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;10;02:15 - 02:30;2506,2;72,2;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;11;02:30 - 02:45;3519,8;63,6;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;12;02:45 - 03:00;3519,9;69,8;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;13;03:00 - 03:15;1614,8;67,6;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;14;03:15 - 03:30;2243,9;67,6;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;15;03:30 - 03:45;1915,4;69,8;0,0;0,2;-0,2;160,75;160,75;160,74;160,76;160,76;0,2;160,75;0,2
3.8.2026;16;03:45 - 04:00;7598,4;71,6;0,0;1,3;-1,3;159,64;159,59;159,40;160,62;159,40;1,3;159,59;1,3
3.8.2026;17;04:00 - 04:15;8012,9;76,9;11,1;0,5;10,6;163,58;163,49;163,46;163,75;163,75;11,6;163,49;11,6
3.8.2026;18;04:15 - 04:30;2641,1;79,2;12,4;0,0;12,4;159,98;161,01;156,00;163,19;163,19;12,4;161,01;12,4
3.8.2026;19;04:30 - 04:45;2162,2;80,2;2,2;0,0;2,2;151,42;151,42;151,42;151,42;151,42;2,2;151,42;2,2
3.8.2026;20;04:45 - 05:00;7473,8;77,1;2,2;0,0;2,2;151,76;151,76;151,76;151,76;151,76;2,2;151,76;2,2
3.8.2026;21;05:00 - 05:15;36,0;43,8;0,0;0,0;0,0;;;;;;0,0;;0,0
3.8.2026;22;05:15 - 05:30;36,5;69,6;0,0;19,9;-19,9;171,60;173,01;168,63;173,10;173,08;19,9;173,01;19,9
3.8.2026;23;05:30 - 05:45;38,3;78,3;0,0;24,3;-24,3;165,22;164,77;163,03;169,99;163,03;24,3;164,77;24,3
3.8.2026;24;05:45 - 06:00;43,7;100,3;0,0;15,4;-15,4;160,73;160,82;158,62;161,54;158,62;15,4;160,82;15,4
3.8.2026;25;06:00 - 06:15;110,3;90,9;5,8;28,9;-23,1;162,87;164,40;158,00;168,99;167,11;34,7;164,40;34,7
3.8.2026;26;06:15 - 06:30;112,7;140,2;31,5;65,8;-34,3;166,34;166,77;160,81;169,04;164,79;97,3;166,77;97,3
3.8.2026;27;06:30 - 06:45;157,7;212,0;51,7;82,3;-30,6;161,97;161,86;156,27;172,62;160,00;134,0;161,86;134,0
3.8.2026;28;06:45 - 07:00;154,5;227,2;47,4;76,4;-29,0;158,01;157,46;153,01;167,10;156,62;123,8;157,46;123,8
3.8.2026;29;07:00 - 07:15;131,6;93,1;5,3;5,5;-0,2;164,06;164,49;152,79;172,30;152,79;10,8;164,49;10,8
3.8.2026;30;07:15 - 07:30;169,6;143,1;5,4;9,7;-4,3;159,30;158,01;149,34;167,10;152,53;15,1;158,01;15,1
3.8.2026;31;07:30 - 07:45;521,3;71,5;7,0;12,7;-5,7;154,86;152,57;147,08;164,00;148,46;19,7;152,57;19,7
3.8.2026;32;07:45 - 08:00;243,7;146,5;3,6;15,3;-11,7;143,38;142,51;141,12;148,94;141,35;18,9;142,51;18,9
3.8.2026;33;08:00 - 08:15;2096,0;404,1;19,0;58,4;-39,4;156,14;149,13;80,10;170,67;80,10;77,4;149,13;77,4
3.8.2026;34;08:15 - 08:30;487,0;461,0;27,2;87,5;-60,3;150,25;146,50;115,10;160,74;120,10;114,7;146,50;114,7
3.8.2026;35;08:30 - 08:45;413,2;1403,5;38,8;116,7;-77,9;147,16;145,22;110,21;154,06;110,21;155,5;145,22;155,5
3.8.2026;36;08:45 - 09:00;320,9;1500,6;27,6;110,1;-82,5;123,94;123,85;105,50;132,43;110,50;137,7;123,85;137,7
3.8.2026;37;09:00 - 09:15;1122,1;511,4;50,5;60,6;-10,1;142,99;144,27;128,49;161,74;128,49;111,1;144,27;111,1
3.8.2026;38;09:15 - 09:30;421,8;651,7;20,1;64,5;-44,4;127,20;127,32;106,60;144,61;124,95;84,6;127,32;84,6
3.8.2026;39;09:30 - 09:45;8105,5;1207,4;26,2;89,3;-63,1;91,42;88,98;69,90;111,25;100,03;115,5;88,98;115,5
3.8.2026;40;09:45 - 10:00;5512,2;993,9;54,4;119,5;-65,1;77,45;77,70;53,64;98,22;79,15;173,9;77,70;173,9
3.8.2026;41;10:00 - 10:15;10182,9;1785,8;48,7;53,8;-5,1;91,78;91,61;40,10;123,66;40,10;102,5;91,61;102,5
3.8.2026;42;10:15 - 10:30;7467,2;1559,6;30,9;73,0;-42,1;94,13;94,13;77,23;111,94;111,94;103,9;94,13;103,9
3.8.2026;43;10:30 - 10:45;4715,2;744,2;28,2;98,0;-69,8;101,60;102,62;84,69;122,27;121,62;126,2;102,62;126,2
3.8.2026;44;10:45 - 11:00;756,6;1380,7;62,6;125,4;-62,8;96,34;95,15;60,10;120,00;60,10;188,0;95,15;188,0
3.8.2026;45;11:00 - 11:15;1613,6;612,6;56,5;50,4;6,1;71,57;70,69;57,01;92,99;71,47;106,9;70,69;106,9
3.8.2026;46;11:15 - 11:30;4092,3;726,4;61,3;61,9;-0,6;68,96;68,98;56,15;86,59;56,15;123,2;68,98;123,2
3.8.2026;47;11:30 - 11:45;10529,1;592,1;79,8;79,4;0,4;68,61;69,66;51,57;85,50;64,95;159,2;69,66;159,2
3.8.2026;48;11:45 - 12:00;5091,5;592,5;68,4;61,7;6,7;68,97;69,64;59,92;86,65;70,00;130,1;69,64;130,1
3.8.2026;49;12:00 - 12:15;2228,4;388,4;59,0;50,3;8,7;72,87;73,03;56,03;90,00;80,00;109,3;73,03;109,3
3.8.2026;50;12:15 - 12:30;1265,1;378,5;67,8;43,8;24,0;72,44;71,12;52,56;86,99;52,56;111,6;71,12;111,6
3.8.2026;51;12:30 - 12:45;922,2;612,7;85,8;55,4;30,4;72,79;72,59;62,67;86,00;67,53;141,2;72,59;141,2
3.8.2026;52;12:45 - 13:00;1070,9;469,5;107,2;61,2;46,0;58,85;56,77;27,02;84,21;27,02;168,4;56,77;168,4
3.8.2026;53;13:00 - 13:15;451,6;575,4;54,5;55,0;-0,5;64,71;64,88;29,23;82,03;68,99;109,5;64,88;109,5
3.8.2026;54;13:15 - 13:30;627,8;614,7;78,7;54,8;23,9;64,62;60,85;28,42;89,81;44,22;133,5;60,85;133,5
3.8.2026;55;13:30 - 13:45;2556,8;445,5;83,7;60,2;23,5;57,05;49,95;6,93;83,19;30,34;143,9;49,95;143,9
3.8.2026;56;13:45 - 14:00;912,4;3109,1;56,5;116,1;-59,6;53,17;50,52;15,58;93,30;50,00;172,6;50,52;172,6
3.8.2026;57;14:00 - 14:15;755,4;431,9;52,5;64,8;-12,3;48,55;45,05;5,00;88,85;5,00;117,3;45,05;117,3
3.8.2026;58;14:15 - 14:30;737,6;1077,3;66,3;85,2;-18,9;64,66;65,67;40,34;100,47;45,00;151,5;65,67;151,5
3.8.2026;59;14:30 - 14:45;24283,6;844,8;114,2;106,5;7,7;58,48;58,05;25,72;95,08;61,00;220,7;58,05;220,7
3.8.2026;60;14:45 - 15:00;4068,6;1039,8;144,5;128,6;15,9;64,67;64,03;36,18;99,90;73,88;273,1;64,03;273,1
3.8.2026;61;15:00 - 15:15;4965,3;1376,2;127,9;147,0;-19,1;64,85;63,73;10,95;89,80;89,57;274,9;63,73;274,9
3.8.2026;62;15:15 - 15:30;2885,0;971,7;98,1;124,1;-26,0;92,87;92,70;73,36;123,63;112,89;222,2;92,70;222,2
3.8.2026;63;15:30 - 15:45;16409,2;1068,2;61,5;105,9;-44,4;115,72;115,96;95,48;131,72;126,00;167,4;115,96;167,4
3.8.2026;64;15:45 - 16:00;25337,1;1032,5;123,7;79,7;44,0;123,90;124,05;112,88;148,16;142,00;203,4;124,05;203,4
3.8.2026;65;16:00 - 16:15;19434,5;1118,6;73,8;197,1;-123,3;112,85;114,08;89,31;137,95;108,05;270,9;114,08;270,9
3.8.2026;66;16:15 - 16:30;11167,0;4094,0;58,0;136,5;-78,5;121,16;121,05;101,16;142,20;120,00;194,5;121,05;194,5
3.8.2026;67;16:30 - 16:45;7794,8;402,5;102,8;93,2;9,6;130,93;131,73;108,16;160,12;148,80;196,0;131,73;196,0
3.8.2026;68;16:45 - 17:00;495,7;356,9;71,7;82,6;-10,9;146,53;144,94;127,62;175,23;146,43;154,3;144,94;154,3
3.8.2026;69;17:00 - 17:15;377,7;727,0;30,9;76,0;-45,1;135,57;135,59;126,24;153,63;135,00;106,9;135,59;106,9
3.8.2026;70;17:15 - 17:30;444,2;313,2;33,5;31,7;1,8;149,64;149,77;137,84;157,24;137,84;65,2;149,77;65,2
3.8.2026;71;17:30 - 17:45;505,2;306,0;56,8;43,9;12,9;180,61;182,47;105,50;226,01;105,50;100,7;182,47;100,7
3.8.2026;72;17:45 - 18:00;4238,9;1755,5;83,8;59,4;24,4;201,68;203,03;161,35;251,76;167,20;143,2;203,03;143,2
3.8.2026;73;18:00 - 18:15;10687,9;5031,8;36,7;139,4;-102,7;199,08;193,76;120,01;255,22;120,01;176,1;193,76;176,1
3.8.2026;74;18:15 - 18:30;352,7;19363,8;64,5;179,2;-114,7;235,96;230,35;182,31;264,15;184,75;243,7;230,35;243,7
3.8.2026;75;18:30 - 18:45;287,1;416,8;39,2;134,3;-95,1;242,06;241,03;208,90;280,60;239,45;173,5;241,03;173,5
3.8.2026;76;18:45 - 19:00;6653,1;587,6;117,9;184,6;-66,7;275,71;257,77;213,12;365,59;213,12;302,5;257,77;302,5
3.8.2026;77;19:00 - 19:15;594,8;4624,9;51,1;77,1;-26,0;267,38;246,59;187,16;334,96;187,96;128,2;246,59;128,2
3.8.2026;78;19:15 - 19:30;510,3;25658,4;86,2;88,2;-2,0;266,97;235,07;187,02;375,80;189,10;174,4;235,07;174,4
3.8.2026;79;19:30 - 19:45;379,2;13378,9;89,6;83,8;5,8;358,86;310,47;195,01;500,00;219,00;173,4;310,47;173,4
3.8.2026;80;19:45 - 20:00;330,9;26200,2;125,5;133,0;-7,5;342,29;299,40;195,14;532,04;207,00;258,5;299,40;258,5
3.8.2026;81;20:00 - 20:15;321,9;484,9;89,5;72,1;17,4;335,44;331,89;194,93;545,26;194,93;161,6;331,89;161,6
3.8.2026;82;20:15 - 20:30;363,8;1212,3;51,6;77,6;-26,0;310,06;252,54;191,00;443,76;215,01;129,2;252,54;129,2
3.8.2026;83;20:30 - 20:45;382,6;1952,8;59,4;64,1;-4,7;268,94;230,30;180,18;343,90;180,18;123,5;230,30;123,5
3.8.2026;84;20:45 - 21:00;316,3;5370,2;66,0;117,9;-51,9;249,67;224,66;178,34;326,11;213,99;183,9;224,66;183,9
3.8.2026;85;21:00 - 21:15;332,3;299,2;59,4;73,7;-14,3;235,23;232,32;150,00;333,78;150,00;133,1;232,32;133,1
3.8.2026;86;21:15 - 21:30;317,5;292,6;43,3;65,2;-21,9;216,72;213,63;183,01;280,01;188,21;108,5;213,63;108,5
3.8.2026;87;21:30 - 21:45;268,7;898,1;22,2;53,2;-31,0;198,23;202,94;180,48;260,75;204,90;75,4;202,94;75,4
3.8.2026;88;21:45 - 22:00;236,3;5861,4;4,7;50,9;-46,2;186,88;184,69;175,01;220,00;175,01;55,6;184,69;55,6
3.8.2026;89;22:00 - 22:15;370,1;657,3;79,3;64,8;14,5;196,99;197,92;179,17;255,77;179,17;144,1;197,92;144,1
3.8.2026;90;22:15 - 22:30;276,3;804,7;85,8;75,4;10,4;193,30;190,99;171,92;256,05;187,00;161,2;190,99;161,2
3.8.2026;91;22:30 - 22:45;385,6;714,1;95,7;68,6;27,1;167,97;167,51;147,30;181,73;166,00;164,3;167,51;164,3
3.8.2026;92;22:45 - 23:00;337,7;1541,7;69,6;111,6;-42,0;155,26;159,32;135,15;170,00;168,00;181,2;159,32;181,2
3.8.2026;93;23:00 - 23:15;281,0;1554,8;28,7;62,2;-33,5;220,75;222,52;171,91;251,87;206,90;90,9;222,52;90,9
3.8.2026;94;23:15 - 23:30;318,1;210,4;41,4;69,6;-28,2;198,16;199,13;144,78;231,41;160,02;111,0;199,13;111,0
3.8.2026;95;23:30 - 23:45;272,5;253,6;34,0;43,8;-9,8;204,99;203,98;186,68;236,36;218,98;77,8;203,98;77,8
3.8.2026;96;23:45 - 00:00;328,8;182,2;37,8;53,0;-15,2;186,63;187,81;164,57;218,83;209,99;90,8;187,81;90,8
4.8.2026;1;00:00 - 00:15;538,5;50,8;3,0;5,3;-2,3;205,24;202,09;183,87;246,44;194,67;8,3;202,09;8,3
4.8.2026;2;00:15 - 00:30;1934,4;42,8;0,9;1,4;-0,5;193,82;198,13;187,51;208,43;194,91;2,3;198,13;2,3
4.8.2026;3;00:30 - 00:45;1488,3;38,7;0,9;1,4;-0,5;189,89;192,15;185,28;204,01;188,06;2,3;192,15;2,3
4.8.2026;4;00:45 - 01:00;1832,9;49,9;4,6;3,2;1,4;164,21;160,16;147,20;195,32;167,37;7,8;160,16;7,8
4.8.2026;5;01:00 - 01:15;999,0;42,5;1,7;1,2;0,5;191,11;192,43;186,90;202,41;189,00;2,9;192,43;2,9
4.8.2026;6;01:15 - 01:30;1872,7;58,8;1,7;3,6;-1,9;192,02;189,05;186,50;203,50;186,50;5,3;189,05;5,3
4.8.2026;7;01:30 - 01:45;2428,0;42,6;4,4;4,0;0,4;178,57;180,16;163,65;198,41;163,65;8,4;180,16;8,4
4.8.2026;8;01:45 - 02:00;1811,5;51,2;4,7;4,0;0,7;183,09;182,97;181,86;194,30;181,86;8,7;182,97;8,7
4.8.2026;9;02:00 - 02:15;1356,6;43,2;0,1;0,0;0,1;183,64;183,64;183,64;183,64;183,64;0,1;183,64;0,1
4.8.2026;10;02:15 - 02:30;1319,3;43,2;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;11;02:30 - 02:45;1641,1;43,2;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;12;02:45 - 03:00;1911,2;44,3;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;13;03:00 - 03:15;5325,7;43,4;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;14;03:15 - 03:30;4105,7;58,4;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;15;03:30 - 03:45;4132,7;73,3;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;16;03:45 - 04:00;45,7;37,3;0,0;0,0;0,0;;;;;;0,0;;0,0
4.8.2026;17;04:00 - 04:15;41,9;232,2;1,7;7,5;-5,8;155,96;154,14;142,27;169,98;145,23;9,2;154,14;9,2
4.8.2026;18;04:15 - 04:30;54,6;145,6;4,4;32,1;-27,7;156,38;155,45;142,84;182,58;142,84;36,5;155,45;36,5
4.8.2026;19;04:30 - 04:45;56,3;97,6;1,6;9,2;-7,6;164,03;162,51;157,16;179,16;160,91;10,8;162,51;10,8
4.8.2026;20;04:45 - 05:00;73,0;81,4;3,8;22,9;-19,1;168,17;167,99;160,17;186,46;165,69;26,7;167,99;26,7
4.8.2026;21;05:00 - 05:15;45,6;103,3;0,6;45,9;-45,3;169,33;169,34;167,94;177,39;171,96;46,5;169,34;46,5
4.8.2026;22;05:15 - 05:30;79,3;153,7;11,6;22,3;-10,7;176,41;175,93;168,00;183,89;173,78;33,9;175,93;33,9
4.8.2026;23;05:30 - 05:45;91,4;174,5;2,9;61,0;-58,1;179,80;180,13;163,76;191,37;178,23;63,9;180,13;63,9
4.8.2026;24;05:45 - 06:00;78,7;520,5;3,6;58,5;-54,9;180,87;183,61;165,77;186,09;186,09;62,1;183,61;62,1
4.8.2026;25;06:00 - 06:15;75,7;471,6;5,7;51,2;-45,5;178,69;181,56;168,92;184,97;183,33;56,9;181,56;56,9
4.8.2026;26;06:15 - 06:30;86,0;162,1;4,7;29,2;-24,5;175,50;180,65;162,18;184,62;182,17;33,9;180,65;33,9
4.8.2026;27;06:30 - 06:45;89,5;185,1;5,1;24,0;-18,9;176,04;177,38;156,74;185,21;175,29;29,1;177,38;29,1
4.8.2026;28;06:45 - 07:00;150,3;98,5;14,9;22,4;-7,5;173,56;176,41;161,67;184,49;175,39;37,3;176,41;37,3
4.8.2026;29;07:00 - 07:15;110,4;112,9;2,7;8,8;-6,1;172,27;174,33;152,36;185,81;176,79;11,5;174,33;11,5
4.8.2026;30;07:15 - 07:30;5123,0;106,6;3,3;6,8;-3,5;172,10;169,34;149,06;183,20;172,01;10,1;169,34;10,1
4.8.2026;31;07:30 - 07:45;292,0;162,1;8,7;8,7;0,0;172,47;170,83;164,40;179,27;164,40;17,4;170,83;17,4
4.8.2026;32;07:45 - 08:00;7429,7;354,6;0,8;23,6;-22,8;156,09;156,70;116,20;167,27;116,20;24,4;156,70;24,4
4.8.2026;33;08:00 - 08:15;9306,6;13459,7;14,1;37,7;-23,6;173,22;171,16;167,10;186,08;170,06;51,8;171,16;51,8
4.8.2026;34;08:15 - 08:30;8614,0;18189,2;23,7;18,5;5,2;162,88;161,96;143,00;178,62;162,20;42,2;161,96;42,2
4.8.2026;35;08:30 - 08:45;447,2;782,7;31,5;73,4;-41,9;153,10;153,83;134,02;171,64;156,57;104,9;153,83;104,9
4.8.2026;36;08:45 - 09:00;17262,4;490,5;435,4;59,0;376,4;134,49;134,14;120,36;143,49;139,06;494,4;134,14;494,4
4.8.2026;37;09:00 - 09:15;5264,7;440,8;43,1;31,8;11,3;153,63;155,90;145,77;168,90;158,30;74,9;155,90;74,9
4.8.2026;38;09:15 - 09:30;9569,1;413,8;59,9;25,0;34,9;140,97;142,47;131,55;154,09;131,60;84,9;142,47;84,9
4.8.2026;39;09:30 - 09:45;23058,7;647,5;49,8;44,1;5,7;133,31;133,22;125,93;136,11;134,90;93,9;133,22;93,9
4.8.2026;40;09:45 - 10:00;15584,3;1673,8;79,3;110,2;-30,9;131,31;131,16;110,80;188,70;147,10;189,5;131,16;189,5
4.8.2026;41;10:00 - 10:15;386,7;1437,0;30,1;68,0;-37,9;135,89;133,18;117,69;149,92;149,92;98,1;133,18;98,1
4.8.2026;42;10:15 - 10:30;12474,4;4618,9;51,7;53,0;-1,3;119,06;119,78;101,00;128,80;126,41;104,7;119,78;104,7
4.8.2026;43;10:30 - 10:45;11416,3;5145,4;38,1;46,2;-8,1;110,64;111,35;94,32;119,65;119,65;84,3;111,35;84,3
4.8.2026;44;10:45 - 11:00;1903,7;495,2;33,5;25,8;7,7;100,08;100,65;73,66;108,30;85,00;59,3;100,65;59,3
4.8.2026;45;11:00 - 11:15;1615,2;313,3;52,0;31,3;20,7;101,93;102,11;70,06;120,00;120,00;83,3;102,11;83,3
4.8.2026;46;11:15 - 11:30;4378,2;337,0;38,4;29,6;8,8;91,61;92,31;72,32;111,63;72,32;68,0;92,31;68,0
4.8.2026;47;11:30 - 11:45;12949,7;315,6;88,6;48,4;40,2;74,92;78,00;47,30;98,00;63,99;137,0;78,00;137,0
4.8.2026;48;11:45 - 12:00;1281,6;239,2;90,2;61,3;28,9;81,54;81,78;65,01;96,23;80,00;151,5;81,78;151,5
4.8.2026;49;12:00 - 12:15;385,2;3714,5;64,7;25,0;39,7;87,73;95,37;55,20;119,98;69,51;89,7;95,37;89,7
4.8.2026;50;12:15 - 12:30;404,6;573,9;69,4;41,6;27,8;70,91;72,63;35,57;90,00;66,50;111,0;72,63;111,0
4.8.2026;51;12:30 - 12:45;1158,7;6762,5;44,6;38,7;5,9;74,99;70,48;55,50;89,77;63,90;83,3;70,48;83,3
4.8.2026;52;12:45 - 13:00;3543,0;7877,0;35,1;41,4;-6,3;74,56;72,05;55,00;91,48;61,56;76,5;72,05;76,5
4.8.2026;53;13:00 - 13:15;763,1;268,3;46,7;46,1;0,6;77,71;78,36;64,90;90,00;76,40;92,8;78,36;92,8
4.8.2026;54;13:15 - 13:30;6047,4;383,2;44,5;46,5;-2,0;97,99;120,59;65,00;172,00;150,00;91,0;120,59;91,0
4.8.2026;55;13:30 - 13:45;17715,9;1312,3;49,0;39,0;10,0;80,69;85,48;66,60;117,00;117,00;88,0;85,48;88,0
4.8.2026;56;13:45 - 14:00;6769,7;1689,0;67,0;51,6;15,4;74,70;72,86;60,00;84,58;66,00;118,6;72,86;118,6
4.8.2026;57;14:00 - 14:15;13050,4;1884,2;53,0;74,9;-21,9;76,89;77,71;64,60;90,50;69,00;127,9;77,71;127,9
4.8.2026;58;14:15 - 14:30;1171,5;326,0;50,6;73,9;-23,3;79,36;79,17;65,30;99,67;85,86;124,5;79,17;124,5
4.8.2026;59;14:30 - 14:45;2109,3;769,8;43,5;48,4;-4,9;80,84;82,28;65,40;93,90;79,90;91,9;82,28;91,9
4.8.2026;60;14:45 - 15:00;26466,8;1109,2;39,6;50,4;-10,8;86,23;84,97;39,72;98,18;74,20;90,0;84,97;90,0
4.8.2026;61;15:00 - 15:15;7801,6;196,9;40,5;30,2;10,3;81,60;81,78;25,00;100,92;25,11;70,7;81,78;70,7
4.8.2026;62;15:15 - 15:30;15861,3;8940,8;51,3;27,2;24,1;92,32;93,32;82,43;109,98;88,68;78,5;93,32;78,5
4.8.2026;63;15:30 - 15:45;710,8;248,9;50,7;35,1;15,6;118,90;118,60;108,00;131,01;108,00;85,8;118,60;85,8
4.8.2026;64;15:45 - 16:00;376,2;2580,1;59,4;62,9;-3,5;156,85;158,53;125,61;184,90;157,50;122,3;158,53;122,3
4.8.2026;65;16:00 - 16:15;1159,0;449,7;69,9;54,1;15,8;108,27;108,96;96,07;118,65;117,46;124,0;108,96;124,0
4.8.2026;66;16:15 - 16:30;1027,1;826,3;76,2;68,5;7,7;122,64;121,38;113,38;133,00;133,00;144,7;121,38;144,7
4.8.2026;67;16:30 - 16:45;1993,6;933,7;58,9;55,9;3,0;132,22;133,16;118,25;147,86;133,80;114,8;133,16;114,8
4.8.2026;68;16:45 - 17:00;900,3;1204,5;64,3;50,4;13,9;162,75;161,89;144,55;175,93;167,26;114,7;161,89;114,7
4.8.2026;69;17:00 - 17:15;5111,0;912,0;95,5;50,6;44,9;149,54;146,72;115,10;171,90;115,10;146,1;146,72;146,1
4.8.2026;70;17:15 - 17:30;2527,7;425,2;25,6;66,9;-41,3;211,07;231,94;155,79;325,70;202,02;92,5;231,94;92,5
4.8.2026;71;17:30 - 17:45;1102,4;1703,6;102,2;73,5;28,7;213,61;218,30;176,83;261,60;191,20;175,7;218,30;175,7
4.8.2026;72;17:45 - 18:00;10293,1;384,1;34,4;68,8;-34,4;238,91;247,20;198,00;440,00;275,01;103,2;247,20;103,2
4.8.2026;73;18:00 - 18:15;225,3;1514,3;43,9;61,2;-17,3;192,47;193,60;171,85;222,92;178,40;105,1;193,60;105,1
4.8.2026;74;18:15 - 18:30;5592,8;64,6;42,9;27,5;15,4;225,93;229,06;185,10;243,78;206,39;70,4;229,06;70,4
4.8.2026;75;18:30 - 18:45;188,8;299,4;55,1;53,4;1,7;226,66;223,27;179,71;263,72;212,00;108,5;223,27;108,5
4.8.2026;76;18:45 - 19:00;4306,4;243,2;51,9;75,0;-23,1;248,86;250,83;211,84;324,11;227,25;126,9;250,83;126,9
4.8.2026;77;19:00 - 19:15;227,6;7539,5;53,2;60,1;-6,9;230,48;223,20;189,00;296,46;218,82;113,3;223,20;113,3
4.8.2026;78;19:15 - 19:30;357,6;6198,4;65,0;63,6;1,4;257,42;248,09;219,70;381,11;250,91;128,6;248,09;128,6
4.8.2026;79;19:30 - 19:45;251,0;1373,7;61,3;37,1;24,2;264,19;267,33;228,15;409,60;283,02;98,4;267,33;98,4
4.8.2026;80;19:45 - 20:00;339,7;2207,6;64,7;89,2;-24,5;334,97;341,88;250,36;460,00;345,08;153,9;341,88;153,9
4.8.2026;81;20:00 - 20:15;316,4;909,0;36,7;70,7;-34,0;291,74;292,07;240,91;369,42;303,77;107,4;292,07;107,4
4.8.2026;82;20:15 - 20:30;191,3;317,3;43,9;82,9;-39,0;267,86;273,45;227,90;340,16;284,75;126,8;273,45;126,8
4.8.2026;83;20:30 - 20:45;179,8;308,1;36,4;69,4;-33,0;263,61;263,95;229,76;302,86;258,92;105,8;263,95;105,8
4.8.2026;84;20:45 - 21:00;172,3;171,1;27,7;68,0;-40,3;254,77;254,66;227,41;346,99;244,64;95,7;254,66;95,7
4.8.2026;85;21:00 - 21:15;152,5;125,0;17,9;18,3;-0,4;244,78;242,61;220,82;342,33;237,30;36,2;242,61;36,2
4.8.2026;86;21:15 - 21:30;100,2;74,0;4,4;8,6;-4,2;221,60;212,97;199,96;292,20;228,73;13,0;212,97;13,0
4.8.2026;87;21:30 - 21:45;137,6;92,6;13,5;1,1;12,4;224,20;221,07;194,14;245,74;224,44;14,6;221,07;14,6
4.8.2026;88;21:45 - 22:00;153,8;114,2;4,9;15,1;-10,2;202,09;205,24;182,52;234,99;199,69;20,0;205,24;20,0
4.8.2026;89;22:00 - 22:15;582,3;615,7;24,8;37,1;-12,3;224,67;227,57;199,50;280,93;260,00;61,9;227,57;61,9
4.8.2026;90;22:15 - 22:30;690,1;572,6;57,4;69,3;-11,9;221,00;223,49;190,83;264,96;264,96;126,7;223,49;126,7
4.8.2026;91;22:30 - 22:45;25076,8;3575,2;52,0;87,7;-35,7;223,81;229,09;190,00;285,90;190,01;139,7;229,09;139,7
