Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
1.8.2026;35;08:30 - 08:45;6700,9;1725,8;11,0;0,0;11,0;165,18;165,58;156,98;166,59;166,59;11,0;165,58;11,0
1.8.2026;36;08:45 - 09:00;7384,1;11414,6;64,3;21,4;42,9;140,94;139,82;126,80;152,68;151,56;85,7;139,82;85,7
1.8.2026;37;09:00 - 09:15;198,6;479,8;6,1;7,4;-1,3;167,90;160,63;136,03;180,00;175,55;13,5;160,63;13,5
1.8.2026;38;09:15 - 09:30;659,1;517,4;429,7;26,1;403,6;165,42;165,60;131,26;175,00;172,12;455,8;165,60;455,8
1.8.2026;39;09:30 - 09:45;605,9;299,7;440,7;25,4;415,3;153,41;153,79;129,80;164,30;164,24;466,1;153,79;466,1
1.8.2026;40;09:45 - 10:00;1293,1;149,4;469,9;35,6;434,3;135,22;135,66;112,04;144,19;128,85;505,5;135,66;505,5
1.8.2026;41;10:00 - 10:15;520,4;656,7;79,0;41,6;37,4;143,09;144,07;124,43;159,14;145,95;120,6;144,07;120,6
1.8.2026;42;10:15 - 10:30;655,3;257,6;82,7;23,2;59,5;127,14;127,24;115,54;139,15;130,01;105,9;127,24;105,9
1.8.2026;43;10:30 - 10:45;1044,6;407,8;71,3;15,8;55,5;122,32;121,07;104,60;133,44;124,91;87,1;121,07;87,1
1.8.2026;44;10:45 - 11:00;639,4;645,9;94,5;58,3;36,2;110,55;105,75;80,00;128,00;80,00;152,8;105,75;152,8
1.8.2026;45;11:00 - 11:15;242,6;406,1;27,6;27,1;0,5;113,51;108,56;74,07;123,60;74,07;54,7;108,56;54,7
1.8.2026;46;11:15 - 11:30;1061,0;505,5;109,6;43,6;66,0;106,33;104,28;88,00;120,94;113,37;153,2;104,28;153,2
1.8.2026;47;11:30 - 11:45;693,6;808,6;55,3;68,8;-13,5;86,46;84,13;66,46;97,11;89,97;124,1;84,13;124,1
1.8.2026;48;11:45 - 12:00;1073,1;574,6;54,9;71,7;-16,8;64,22;63,26;33,40;82,97;33,40;126,6;63,26;126,6
1.8.2026;49;12:00 - 12:15;910,9;1158,5;90,8;73,4;17,4;57,27;53,24;34,46;77,60;53,18;164,2;53,24;164,2
1.8.2026;50;12:15 - 12:30;816,7;1076,5;102,1;54,4;47,7;38,19;39,01;23,78;60,49;35,00;156,5;39,01;156,5
1.8.2026;51;12:30 - 12:45;1276,1;12870,1;59,0;14,3;44,7;34,40;32,53;19,33;45,99;27,98;73,3;32,53;73,3
1.8.2026;52;12:45 - 13:00;1360,8;1421,4;171,1;88,6;82,5;32,77;33,07;13,17;52,64;16,28;259,7;33,07;259,7
1.8.2026;53;13:00 - 13:15;545,3;1056,5;77,2;36,3;40,9;24,78;28,33;8,39;55,00;55,00;113,5;28,33;113,5
1.8.2026;54;13:15 - 13:30;683,0;971,6;105,0;54,7;50,3;24,55;24,39;8,26;45,44;17,90;159,7;24,39;159,7
1.8.2026;55;13:30 - 13:45;710,4;1630,5;96,8;51,1;45,7;21,47;20,16;7,00;42,47;19,25;147,9;20,16;147,9
1.8.2026;56;13:45 - 14:00;617,8;3707,4;98,3;71,7;26,6;24,92;27,65;12,00;45,25;12,73;170,0;27,65;170,0
1.8.2026;57;14:00 - 14:15;685,2;831,6;100,0;47,0;53,0;22,25;20,98;7,30;43,92;12,51;147,0;20,98;147,0
1.8.2026;58;14:15 - 14:30;880,3;929,0;122,4;64,5;57,9;24,27;24,99;11,67;50,80;16,67;186,9;24,99;186,9
1.8.2026;59;14:30 - 14:45;768,0;1254,3;120,4;67,5;52,9;22,90;24,37;9,40;46,50;20,50;187,9;24,37;187,9
1.8.2026;60;14:45 - 15:00;633,8;764,3;126,5;63,3;63,2;27,18;26,92;11,91;48,80;12,20;189,8;26,92;189,8
1.8.2026;61;15:00 - 15:15;1024,4;495,5;133,7;51,5;82,2;18,16;20,29;-1,21;51,80;-0,34;185,2;20,29;185,2
1.8.2026;62;15:15 - 15:30;795,8;850,1;129,8;41,7;88,1;19,35;19,21;-1,90;52,42;-0,01;171,5;19,21;171,5
1.8.2026;63;15:30 - 15:45;977,5;1539,6;158,1;56,3;101,8;21,05;20,19;3,80;48,41;10,66;214,4;20,19;214,4
1.8.2026;64;15:45 - 16:00;3444,4;1213,0;253,1;89,6;163,5;41,14;46,35;9,20;87,74;36,34;342,7;46,35;342,7
1.8.2026;65;16:00 - 16:15;777,9;531,4;215,1;70,1;145,0;24,89;26,47;3,23;67,98;6,00;285,2;26,47;285,2
1.8.2026;66;16:15 - 16:30;4150,5;820,8;362,5;136,8;225,7;45,71;57,17;4,95;150,00;25,00;499,3;57,17;499,3
1.8.2026;67;16:30 - 16:45;28769,5;598,4;261,5;128,8;132,7;109,52;126,31;54,92;200,00;105,00;390,3;126,31;390,3
1.8.2026;68;16:45 - 17:00;17647,6;1333,0;405,4;479,4;-74,0;144,03;149,96;90,75;210,59;210,59;884,8;149,96;884,8
1.8.2026;69;17:00 - 17:15;2843,2;3211,3;132,5;148,1;-15,6;105,38;104,80;77,03;154,36;135,50;280,6;104,80;280,6
1.8.2026;70;17:15 - 17:30;6241,5;10918,5;264,7;207,8;56,9;126,61;131,33;105,47;168,00;136,23;472,5;131,33;472,5
1.8.2026;71;17:30 - 17:45;21609,6;32768,2;220,8;138,6;82,2;164,69;169,21;126,87;194,82;188,90;359,4;169,21;359,4
1.8.2026;72;17:45 - 18:00;8126,0;22095,4;190,8;450,7;-259,9;246,65;273,67;139,10;730,46;190,00;641,5;273,67;641,5
1.8.2026;73;18:00 - 18:15;13341,7;24668,0;149,5;404,7;-255,2;208,60;214,71;132,21;456,50;153,31;554,2;214,71;554,2
1.8.2026;74;18:15 - 18:30;68003,3;10222,2;91,1;326,6;-235,5;222,53;247,71;132,63;646,89;156,17;417,7;247,71;417,7
1.8.2026;75;18:30 - 18:45;23699,8;14359,8;116,8;72,1;44,7;216,66;206,87;162,71;522,25;172,54;188,9;206,87;188,9
1.8.2026;76;18:45 - 19:00;45763,6;402,2;96,7;55,4;41,3;215,56;212,51;160,52;505,76;175,50;152,1;212,51;152,1
1.8.2026;77;19:00 - 19:15;8234,8;589,3;24,3;12,7;11,6;155,06;161,82;113,10;303,80;180,00;37,0;161,82;37,0
1.8.2026;78;19:15 - 19:30;873,5;1742,2;31,4;9,6;21,8;167,54;175,61;151,48;305,39;167,70;41,0;175,61;41,0
1.8.2026;79;19:30 - 19:45;4294,3;1383,9;21,6;18,6;3,0;193,17;195,55;168,45;312,20;175,00;40,2;195,55;40,2
1.8.2026;80;19:45 - 20:00;14088,2;25749,3;25,8;32,0;-6,2;170,60;166,29;93,80;306,95;179,50;57,8;166,29;57,8
1.8.2026;81;20:00 - 20:15;10882,7;2487,7;22,1;14,6;7,5;167,72;157,88;125,00;411,32;148,00;36,7;157,88;36,7
1.8.2026;82;20:15 - 20:30;23032,8;2659,0;31,6;21,9;9,7;159,08;153,18;141,51;183,79;145,00;53,5;153,18;53,5
1.8.2026;83;20:30 - 20:45;302,6;9403,6;13,7;12,2;1,5;154,38;146,95;141,20;182,40;141,21;25,9;146,95;25,9
1.8.2026;84;20:45 - 21:00;12509,6;8350,3;13,7;12,2;1,5;146,98;143,31;136,51;184,53;136,52;25,9;143,31;25,9
1.8.2026;85;21:00 - 21:15;2564,5;345,4;18,3;32,4;-14,1;198,95;198,60;178,52;267,85;202,64;50,7;198,60;50,7
1.8.2026;86;21:15 - 21:30;6617,7;222,8;6,1;18,4;-12,3;188,50;189,65;178,02;200,00;200,00;24,5;189,65;24,5
1.8.2026;87;21:30 - 21:45;11679,9;211,4;25,8;34,3;-8,5;184,81;178,33;150,00;227,91;172,95;60,1;178,33;60,1
1.8.2026;88;21:45 - 22:00;316,0;11680,2;57,1;41,1;16,0;174,07;172,82;155,47;189,20;179,86;98,2;172,82;98,2
1.8.2026;89;22:00 - 22:15;209,4;49961,6;81,2;58,6;22,6;166,24;172,80;134,50;188,05;146,00;139,8;172,80;139,8
1.8.2026;90;22:15 - 22:30;425,9;87021,1;93,5;61,9;31,6;160,27;165,33;130,56;181,41;140,00;155,4;165,33;155,4
1.8.2026;91;22:30 - 22:45;13859,9;533,2;89,6;72,7;16,9;173,70;175,37;155,64;184,01;169,79;162,3;175,37;162,3
1.8.2026;92;22:45 - 23:00;513,6;248,8;27,2;66,3;-39,1;173,55;175,43;159,10;189,50;189,50;93,5;175,43;93,5
1.8.2026;93;23:00 - 23:15;19337,7;6639,0;62,9;81,2;-18,3;182,40;182,94;153,80;219,45;193,49;144,1;182,94;144,1
1.8.2026;94;23:15 - 23:30;20417,7;7478,4;118,5;150,6;-32,1;179,08;175,64;157,25;238,10;196,20;269,1;175,64;269,1
1.8.2026;95;23:30 - 23:45;595,6;549,5;90,3;253,8;-163,5;193,25;193,01;148,25;499,00;191,53;344,1;193,01;344,1
1.8.2026;96;23:45 - 00:00;7645,7;363,8;57,1;274,0;-216,9;174,40;171,97;154,88;279,19;173,53;331,1;171,97;331,1
2.8.2026;1;00:00 - 00:15;92,3;74,4;4,6;16,4;-11,8;182,49;180,98;171,20;193,50;181,34;21,0;180,98;21,0
2.8.2026;2;00:15 - 00:30;126,5;71,4;30,0;1,2;28,8;179,57;180,48;173,19;181,00;181,00;31,2;180,48;31,2
2.8.2026;3;00:30 - 00:45;113,1;147,2;30,0;10,1;19,9;169,50;169,21;166,09;170,00;168,16;40,1;169,21;40,1
2.8.2026;4;00:45 - 01:00;115,7;47,6;37,2;3,1;34,1;160,98;160,82;154,20;162,90;156,28;40,3;160,82;40,3
2.8.2026;5;01:00 - 01:15;55,4;135,5;0,6;8,7;-8,1;166,04;161,50;160,53;171,17;161,30;9,3;161,50;9,3
2.8.2026;6;01:15 - 01:30;60,0;335,5;7,6;16,1;-8,5;150,71;148,71;147,08;165,66;147,08;23,7;148,71;23,7
2.8.2026;7;01:30 - 01:45;61,2;78,4;7,4;22,7;-15,3;150,78;151,14;148,20;155,40;150,51;30,1;151,14;30,1
2.8.2026;8;01:45 - 02:00;100,8;290,8;10,6;24,3;-13,7;153,03;154,38;145,84;165,51;156,83;34,9;154,38;34,9
2.8.2026;9;02:00 - 02:15;94,8;105,0;5,5;13,6;-8,1;156,90;159,29;150,55;164,76;161,80;19,1;159,29;19,1
2.8.2026;10;02:15 - 02:30;95,7;104,7;5,7;18,8;-13,1;156,12;155,83;151,99;160,57;156,00;24,5;155,83;24,5
2.8.2026;11;02:30 - 02:45;103,6;262,6;2,5;28,4;-25,9;155,50;156,21;148,91;160,39;155,13;30,9;156,21;30,9
2.8.2026;12;02:45 - 03:00;181,0;123,7;7,4;14,7;-7,3;149,98;152,80;145,77;157,69;155,56;22,1;152,80;22,1
2.8.2026;13;03:00 - 03:15;142,9;113,2;8,7;14,3;-5,6;152,96;153,10;148,49;159,16;152,88;23,0;153,10;23,0
2.8.2026;14;03:15 - 03:30;156,1;531,9;3,4;16,0;-12,6;160,17;161,82;148,01;169,33;169,33;19,4;161,82;19,4
2.8.2026;15;03:30 - 03:45;154,1;184,6;9,7;27,4;-17,7;155,08;157,68;145,18;163,11;163,11;37,1;157,68;37,1
2.8.2026;16;03:45 - 04:00;230,1;69,3;6,7;5,2;1,5;151,08;152,07;145,78;160,81;160,81;11,9;152,07;11,9
2.8.2026;17;04:00 - 04:15;127,4;631,6;5,3;24,7;-19,4;166,95;172,54;146,37;180,15;177,25;30,0;172,54;30,0
2.8.2026;18;04:15 - 04:30;133,3;171,8;2,6;15,0;-12,4;159,05;167,02;146,89;171,90;171,90;17,6;167,02;17,6
2.8.2026;19;04:30 - 04:45;124,8;202,4;8,8;21,5;-12,7;155,14;157,86;146,81;167,81;165,46;30,3;157,86;30,3
2.8.2026;20;04:45 - 05:00;138,1;118,2;8,8;13,3;-4,5;156,46;159,33;146,31;170,00;170,00;22,1;159,33;22,1
2.8.2026;21;05:00 - 05:15;121,7;31,6;3,8;1,8;2,0;158,39;158,34;150,72;168,49;168,49;5,6;158,34;5,6
2.8.2026;22;05:15 - 05:30;86,9;88,6;5,0;4,0;1,0;163,03;160,99;150,28;170,26;170,09;9,0;160,99;9,0
2.8.2026;23;05:30 - 05:45;127,9;85,1;4,8;5,9;-1,1;164,48;164,35;155,30;178,70;178,05;10,7;164,35;10,7
2.8.2026;24;05:45 - 06:00;154,9;115,0;4,2;16,0;-11,8;167,82;168,72;151,67;178,10;171,90;20,2;168,72;20,2
2.8.2026;25;06:00 - 06:15;611,2;66,3;18,0;2,4;15,6;174,42;176,71;155,97;181,01;181,01;20,4;176,71;20,4
2.8.2026;26;06:15 - 06:30;79,7;77,1;2,0;0,0;2,0;164,95;164,95;154,09;175,80;175,80;2,0;164,95;2,0
2.8.2026;27;06:30 - 06:45;848,2;153,0;27,7;3,4;24,3;157,58;160,33;146,85;167,82;159,56;31,1;160,33;31,1
2.8.2026;28;06:45 - 07:00;211,9;98,6;25,6;4,5;21,1;144,61;144,26;131,48;157,17;145,79;30,1;144,26;30,1
2.8.2026;29;07:00 - 07:15;1189,4;65,1;17,6;2,4;15,2;164,04;168,79;151,23;176,30;167,29;20,0;168,79;20,0
2.8.2026;30;07:15 - 07:30;236,0;89,3;27,0;7,0;20,0;155,53;155,38;140,81;161,30;152,22;34,0;155,38;34,0
2.8.2026;31;07:30 - 07:45;193,7;252,1;38,4;210,0;-171,6;136,94;137,45;132,37;152,00;135,66;248,4;137,45;248,4
2.8.2026;32;07:45 - 08:00;106,9;274,2;29,1;212,0;-182,9;122,11;120,63;116,71;133,01;133,01;241,1;120,63;241,1
2.8.2026;33;08:00 - 08:15;449,7;79,2;47,5;6,0;41,5;139,69;139,44;134,91;145,70;139,95;53,5;139,44;53,5
2.8.2026;34;08:15 - 08:30;120,4;120,5;45,1;5,0;40,1;129,35;129,82;122,39;133,34;132,49;50,1;129,82;50,1
2.8.2026;35;08:30 - 08:45;1403,3;1530,0;38,7;10,5;28,2;106,66;106,39;102,90;115,04;109,37;49,2;106,39;49,2
2.8.2026;36;08:45 - 09:00;8664,1;7359,6;27,1;6,1;21,0;87,69;88,46;85,40;96,88;87,08;33,2;88,46;33,2
2.8.2026;37;09:00 - 09:15;215,3;2631,1;21,4;16,5;4,9;94,50;93,08;83,23;103,13;102,41;37,9;93,08;37,9
2.8.2026;38;09:15 - 09:30;14095,4;13873,9;34,6;24,9;9,7;61,85;60,24;47,68;81,00;47,68;59,5;60,24;59,5
2.8.2026;39;09:30 - 09:45;256,4;196,5;33,1;18,8;14,3;22,06;21,64;7,17;50,00;10,30;51,9;21,64;51,9
2.8.2026;40;09:45 - 10:00;480,6;212,3;62,1;56,9;5,2;3,24;2,03;-4,70;14,16;-3,05;119,0;2,03;119,0
2.8.2026;41;10:00 - 10:15;129,7;204,0;45,6;27,4;18,2;4,20;3,96;-5,33;15,77;-5,33;73,0;3,96;73,0
2.8.2026;42;10:15 - 10:30;470,0;352,0;61,1;61,3;-0,2;-0,81;-0,74;-7,67;10,65;-7,10;122,4;-0,74;122,4
2.8.2026;43;10:30 - 10:45;586,1;287,5;49,8;63,7;-13,9;-2,25;-2,30;-7,85;9,64;-6,95;113,5;-2,30;113,5
2.8.2026;44;10:45 - 11:00;480,9;864,2;64,1;74,4;-10,3;-2,85;-3,31;-10,01;8,80;-10,01;138,5;-3,31;138,5
2.8.2026;45;11:00 - 11:15;834,7;333,1;64,9;46,6;18,3;-2,86;-2,24;-8,61;8,99;-6,90;111,5;-2,24;111,5
2.8.2026;46;11:15 - 11:30;489,7;250,1;48,7;29,2;19,5;-2,61;-2,37;-13,12;5,99;-7,70;77,9;-2,37;77,9
2.8.2026;47;11:30 - 11:45;520,9;293,8;62,0;62,7;-0,7;-1,85;-1,59;-15,68;9,95;-11,59;124,7;-1,59;124,7
2.8.2026;48;11:45 - 12:00;753,9;546,0;65,3;69,7;-4,4;-4,12;-4,51;-18,96;9,01;-11,00;135,0;-4,51;135,0
2.8.2026;49;12:00 - 12:15;271,3;302,7;27,2;26,5;0,7;-0,55;-2,62;-15,40;9,94;-15,40;53,7;-2,62;53,7
2.8.2026;50;12:15 - 12:30;337,0;167,1;30,0;27,5;2,5;-2,86;-4,98;-18,20;10,58;-18,20;57,5;-4,98;57,5
2.8.2026;51;12:30 - 12:45;334,4;279,5;31,9;26,5;5,4;-4,56;-5,28;-20,99;8,55;-20,67;58,4;-5,28;58,4
2.8.2026;52;12:45 - 13:00;382,6;488,1;44,8;36,5;8,3;-11,41;-10,74;-24,26;9,02;-20,00;81,3;-10,74;81,3
2.8.2026;53;13:00 - 13:15;375,0;693,4;37,5;53,7;-16,2;-11,31;-14,21;-28,76;9,18;-28,76;91,2;-14,21;91,2
2.8.2026;54;13:15 - 13:30;494,9;655,6;51,5;53,7;-2,2;-13,69;-15,48;-27,66;8,23;-27,45;105,2;-15,48;105,2
2.8.2026;55;13:30 - 13:45;647,0;1307,9;34,5;96,6;-62,1;-13,88;-13,63;-27,97;7,06;-13,96;131,1;-13,63;131,1
2.8.2026;56;13:45 - 14:00;474,3;1045,2;31,9;88,9;-57,0;-10,48;-9,48;-24,86;9,87;-8,39;120,8;-9,48;120,8
2.8.2026;57;14:00 - 14:15;515,6;404,5;32,9;41,9;-9,0;-10,50;-8,86;-21,33;8,83;-16,17;74,8;-8,86;74,8
2.8.2026;58;14:15 - 14:30;319,0;758,9;38,1;42,6;-4,5;-8,64;-8,65;-20,00;10,00;-9,57;80,7;-8,65;80,7
2.8.2026;59;14:30 - 14:45;338,0;429,3;44,2;42,5;1,7;-6,77;-6,48;-19,93;9,98;-4,83;86,7;-6,48;86,7
2.8.2026;60;14:45 - 15:00;626,5;534,9;60,0;63,1;-3,1;-7,61;-6,38;-21,31;6,00;-3,25;123,1;-6,38;123,1
2.8.2026;61;15:00 - 15:15;398,2;1380,4;27,2;39,6;-12,4;-1,59;-3,03;-9,18;8,50;-9,00;66,8;-3,03;66,8
2.8.2026;62;15:15 - 15:30;513,6;491,1;39,4;59,7;-20,3;-1,87;-2,72;-9,45;9,81;3,30;99,1;-2,72;99,1
2.8.2026;63;15:30 - 15:45;251,0;981,8;32,1;69,6;-37,5;-0,49;-1,03;-7,69;14,62;4,90;101,7;-1,03;101,7
2.8.2026;64;15:45 - 16:00;396,6;816,5;35,1;60,8;-25,7;2,56;2,06;-3,90;12,72;1,00;95,9;2,06;95,9
2.8.2026;65;16:00 - 16:15;208,0;204,7;40,8;24,9;15,9;-7,80;-8,39;-16,62;20,31;-12,27;65,7;-8,39;65,7
2.8.2026;66;16:15 - 16:30;206,5;124,0;42,8;40,0;2,8;-4,49;-5,51;-11,94;18,00;-10,25;82,8;-5,51;82,8
2.8.2026;67;16:30 - 16:45;6214,3;686,9;94,6;31,8;62,8;28,51;23,99;3,53;85,44;36,90;126,4;23,99;126,4
2.8.2026;68;16:45 - 17:00;9893,4;444,3;54,2;38,0;16,2;111,09;118,77;48,00;199,99;199,99;92,2;118,77;92,2
2.8.2026;69;17:00 - 17:15;710,9;7065,2;8,0;7,7;0,3;63,38;69,65;48,00;105,60;65,10;15,7;69,65;15,7
2.8.2026;70;17:15 - 17:30;1776,4;212,7;6,6;6,1;0,5;129,66;119,99;79,53;254,30;100,00;12,7;119,99;12,7
2.8.2026;71;17:30 - 17:45;7298,8;4580,0;5,4;4,4;1,0;185,06;213,06;107,81;265,60;265,60;9,8;213,06;9,8
2.8.2026;72;17:45 - 18:00;22617,2;103,9;0,3;0,3;0,0;160,50;160,50;160,50;160,50;160,50;0,6;160,50;0,6
2.8.2026;73;18:00 - 18:15;10295,3;709,3;77,9;122,1;-44,2;148,58;148,66;111,71;171,20;115,20;200,0;148,66;200,0
2.8.2026;74;18:15 - 18:30;546,5;1073,7;92,6;139,7;-47,1;184,76;168,79;129,90;386,62;134,98;232,3;168,79;232,3
2.8.2026;75;18:30 - 18:45;377,8;196,0;32,4;11,2;21,2;167,65;174,01;156,61;204,04;159,13;43,6;174,01;43,6
2.8.2026;76;18:45 - 19:00;2989,0;344,0;23,0;15,5;7,5;189,78;194,17;176,34;220,00;185,15;38,5;194,17;38,5
2.8.2026;77;19:00 - 19:15;142,9;120,2;10,5;0,0;10,5;160,91;160,50;150,06;173,83;150,07;10,5;160,50;10,5
2.8.2026;78;19:15 - 19:30;140,0;759,0;8,0;5,0;3,0;170,26;168,47;161,00;175,65;161,00;13,0;168,47;13,0
2.8.2026;79;19:30 - 19:45;164,0;164,7;6,4;1,4;5,0;145,20;166,40;68,02;181,68;68,02;7,8;166,40;7,8
2.8.2026;80;19:45 - 20:00;13126,6;13574,3;19,3;23,5;-4,2;178,37;172,26;160,00;200,00;170,00;42,8;172,26;42,8
2.8.2026;81;20:00 - 20:15;365,5;171,7;24,7;13,1;11,6;148,24;161,99;70,40;166,65;166,62;37,8;161,99;37,8
2.8.2026;82;20:15 - 20:30;1049,9;6231,8;16,1;5,6;10,5;149,01;144,41;135,00;161,92;149,04;21,7;144,41;21,7
2.8.2026;83;20:30 - 20:45;823,5;141,4;30,3;7,0;23,3;146,96;145,75;134,40;176,51;159,99;37,3;145,75;37,3
2.8.2026;84;20:45 - 21:00;630,2;216,1;35,0;0,0;35,0;150,96;146,63;142,36;184,20;143,36;35,0;146,63;35,0
2.8.2026;85;21:00 - 21:15;1337,3;2508,0;61,8;3,0;58,8;149,01;146,58;127,73;190,07;144,04;64,8;146,58;64,8
2.8.2026;86;21:15 - 21:30;9607,2;224,3;27,1;6,1;21,0;154,54;148,27;128,85;173,37;162,04;33,2;148,27;33,2
2.8.2026;87;21:30 - 21:45;203,1;215,2;16,7;6,1;10,6;151,80;148,21;136,52;172,88;144,81;22,8;148,21;22,8
2.8.2026;88;21:45 - 22:00;505,4;156,6;6,6;2,0;4,6;158,21;158,23;156,66;158,60;156,66;8,6;158,23;8,6
2.8.2026;89;22:00 - 22:15;1038,4;94,0;11,9;11,9;0,0;269,55;244,70;179,99;294,17;291,20;23,8;244,70;23,8
